answer	path	n
flame	[('soare', '00202', 28), ('glitz', '02000', 6), ('clomb', '02020', 1), ('flame', '22222', 1)]	4
swoop	[('soare', '21000', 37), ('cloot', '00220', 7), ('knosp', '00212', 1), ('swoop', '22222', 1)]	4
aloof	[('soare', '01100', 44), ('cloot', '02220', 1), ('aloof', '22222', 1)]	3
sight	[('soare', '20000', 63), ('thilk', '11100', 2), ('aargh', '00011', 1), ('sight', '22222', 1)]	4
broke	[('soare', '01012', 14), ('pownd', '01000', 4), ('abaft', '01000', 1), ('broke', '22222', 1)]	4
teary	[('soare', '00221', 9), ('lathy', '01102', 1), ('teary', '22222', 1)]	3
chart	[('soare', '00220', 13), ('dhuti', '02010', 1), ('chart', '22222', 1)]	3
sixty	[('soare', '20000', 63), ('thilk', '10100', 1), ('sixty', '22222', 1)]	3
wordy	[('soare', '02010', 26), ('cyton', '01010', 3), ('abram', '00200', 1), ('wordy', '22222', 1)]	4
sheer	[('soare', '20011', 13), ('newie', '01001', 2), ('aahed', '00120', 1), ('sheer', '22222', 1)]	4
leper	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '00001', 2), ('abamp', '00001', 1), ('leper', '22222', 1)]	5
nosey	[('soare', '12001', 2), ('aahed', '00020', 1), ('nosey', '22222', 1)]	3
bulge	[('soare', '00002', 79), ('guilt', '12010', 2), ('aalii', '00200', 1), ('bulge', '22222', 1)]	4
savor	[('soare', '21110', 1), ('savor', '22222', 1)]	2
clamp	[('soare', '00200', 40), ('clink', '22000', 1), ('clamp', '22222', 1)]	3
funky	[('soare', '00000', 183), ('clint', '00010', 3), ('aargh', '00000', 1), ('funky', '22222', 1)]	4
foamy	[('soare', '02200', 5), ('acyls', '10100', 1), ('foamy', '22222', 1)]	3
toxic	[('soare', '02000', 87), ('culty', '10010', 5), ('apian', '00100', 1), ('toxic', '22222', 1)]	4
brand	[('soare', '00210', 40), ('clint', '00020', 5), ('bifid', '20002', 1), ('brand', '22222', 1)]	4
plumb	[('soare', '00000', 183), ('clint', '02000', 5), ('abamp', '01021', 1), ('plumb', '22222', 1)]	4
dingy	[('soare', '00000', 183), ('clint', '00110', 8), ('dampy', '20002', 1), ('dingy', '22222', 1)]	4
butte	[('soare', '00002', 79), ('guilt', '02001', 1), ('butte', '22222', 1)]	3
drill	[('soare', '00010', 57), ('glint', '01200', 3), ('aduki', '01001', 1), ('drill', '22222', 1)]	4
tripe	[('soare', '00012', 39), ('pudic', '10010', 2), ('aargh', '00100', 1), ('tripe', '22222', 1)]	4
bicep	[('soare', '00001', 120), ('denet', '00020', 5), ('abamp', '01002', 1), ('bicep', '22222', 1)]	4
tenor	[('soare', '01011', 13), ('trued', '21010', 1), ('tenor', '22222', 1)]	3
krill	[('soare', '00010', 57), ('glint', '01200', 3), ('aduki', '00011', 1), ('krill', '22222', 1)]	4
worse	[('soare', '12012', 3), ('aargh', '00200', 1), ('worse', '22222', 1)]	3
drama	[('soare', '00210', 40), ('clint', '00000', 4), ('aahed', '11001', 1), ('drama', '22222', 1)]	4
hyena	[('soare', '00101', 68), ('canal', '01100', 4), ('aahed', '10110', 1), ('hyena', '22222', 1)]	4
think	[('soare', '00000', 183), ('clint', '00221', 3), ('aargh', '00001', 1), ('think', '22222', 1)]	4
ratio	[('soare', '01110', 27), ('maron', '02110', 2), ('aahed', '02000', 1), ('ratio', '22222', 1)]	4
cobra	[('soare', '02120', 1), ('cobra', '22222', 1)]	2
basil	[('soare', '10100', 23), ('linty', '11000', 1), ('basil', '22222', 1)]	3
scrum	[('soare', '20010', 9), ('butch', '01010', 1), ('scrum', '22222', 1)]	3
bused	[('soare', '10001', 19), ('uneth', '10100', 1), ('bused', '22222', 1)]	3
phone	[('soare', '01002', 20), ('pling', '20020', 1), ('phone', '22222', 1)]	3
court	[('soare', '02020', 6), ('almud', '00010', 1), ('court', '22222', 1)]	3
camel	[('soare', '00101', 68), ('canal', '22002', 1), ('camel', '22222', 1)]	3
proof	[('soare', '01010', 59), ('cutin', '00000', 12), ('gloop', '00221', 1), ('proof', '22222', 1)]	4
heard	[('soare', '00221', 9), ('lathy', '01010', 1), ('heard', '22222', 1)]	3
angel	[('soare', '00101', 68), ('canal', '01102', 1), ('angel', '22222', 1)]	3
petal	[('soare', '00101', 68), ('canal', '00022', 8), ('dempt', '02011', 1), ('petal', '22222', 1)]	4
pouty	[('soare', '02000', 87), ('culty', '01022', 1), ('pouty', '22222', 1)]	3
throb	[('soare', '01010', 59), ('cutin', '00100', 6), ('ablow', '01020', 1), ('throb', '22222', 1)]	4
maybe	[('soare', '00102', 40), ('gault', '02000', 7), ('amnic', '11000', 1), ('maybe', '22222', 1)]	4
fetal	[('soare', '00101', 68), ('canal', '00022', 8), ('dempt', '02001', 1), ('fetal', '22222', 1)]	4
sprig	[('soare', '20010', 9), ('butch', '00000', 1), ('sprig', '22222', 1)]	3
spine	[('soare', '20002', 23), ('pling', '10220', 1), ('spine', '22222', 1)]	3
shout	[('soare', '21000', 37), ('cloot', '00202', 4), ('ethne', '01100', 1), ('shout', '22222', 1)]	4
cadet	[('soare', '00101', 68), ('canal', '22000', 2), ('aahed', '02021', 1), ('cadet', '22222', 1)]	4
macro	[('soare', '01120', 6), ('abaca', '10010', 1), ('macro', '22222', 1)]	3
dodgy	[('soare', '02000', 87), ('culty', '00002', 15), ('geode', '10110', 1), ('dodgy', '22222', 1)]	4
satyr	[('soare', '20110', 8), ('cuppy', '00001', 1), ('satyr', '22222', 1)]	3
rarer	[('soare', '00111', 61), ('talar', '02002', 15), ('pigmy', '00000', 5), ('barca', '02200', 1), ('rarer', '22222', 1)]	5
binge	[('soare', '00002', 79), ('guilt', '10100', 3), ('aahed', '00010', 1), ('binge', '22222', 1)]	4
trend	[('soare', '00011', 117), ('direr', '10110', 2), ('aahed', '00012', 1), ('trend', '22222', 1)]	4
nutty	[('soare', '00000', 183), ('clint', '00011', 1), ('nutty', '22222', 1)]	3
leapt	[('soare', '00201', 21), ('depth', '02110', 1), ('leapt', '22222', 1)]	3
amiss	[('soare', '10100', 23), ('linty', '01000', 3), ('abaca', '20000', 1), ('amiss', '22222', 1)]	4
split	[('soare', '20000', 63), ('thilk', '10110', 1), ('split', '22222', 1)]	3
myrrh	[('soare', '00020', 13), ('fitch', '00002', 1), ('myrrh', '22222', 1)]	3
width	[('soare', '00000', 183), ('clint', '00101', 9), ('wifty', '22020', 1), ('width', '22222', 1)]	4
sonar	[('soare', '22110', 2), ('aalii', '10000', 1), ('sonar', '22222', 1)]	3
tower	[('soare', '02011', 22), ('rewth', '11210', 1), ('tower', '22222', 1)]	3
baron	[('soare', '01110', 27), ('maron', '02222', 1), ('baron', '22222', 1)]	3
fever	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '00000', 5), ('avens', '01100', 1), ('fever', '22222', 1)]	5
waver	[('soare', '00111', 61), ('talar', '02002', 15), ('pigmy', '00000', 5), ('barca', '02100', 2), ('abaft', '10000', 1), ('waver', '22222', 1)]	6
spark	[('soare', '20220', 11), ('kempt', '10010', 1), ('spark', '22222', 1)]	3
belie	[('soare', '00002', 79), ('guilt', '00110', 1), ('belie', '22222', 1)]	3
sloop	[('soare', '21000', 37), ('cloot', '02220', 1), ('sloop', '22222', 1)]	3
expel	[('soare', '00001', 120), ('denet', '01020', 5), ('acerb', '00100', 1), ('expel', '22222', 1)]	4
smote	[('soare', '21002', 12), ('knelt', '00101', 2), ('aarti', '00020', 1), ('smote', '22222', 1)]	4
baler	[('soare', '00111', 61), ('talar', '02202', 2), ('abaca', '11000', 1), ('baler', '22222', 1)]	4
above	[('soare', '01102', 8), ('bundt', '10000', 1), ('above', '22222', 1)]	3
north	[('soare', '02010', 26), ('cyton', '00111', 1), ('north', '22222', 1)]	3
wafer	[('soare', '00111', 61), ('talar', '02002', 15), ('pigmy', '00000', 5), ('barca', '02100', 2), ('abaft', '10010', 1), ('wafer', '22222', 1)]	6
scant	[('soare', '20200', 41), ('thilk', '10000', 4), ('adman', '10001', 1), ('scant', '22222', 1)]	4
frill	[('soare', '00010', 57), ('glint', '01200', 3), ('aduki', '00001', 1), ('frill', '22222', 1)]	4
awash	[('soare', '10200', 14), ('chals', '01201', 3), ('aargh', '21002', 1), ('awash', '22222', 1)]	4
snack	[('soare', '20200', 41), ('thilk', '00002', 3), ('abamp', '00200', 1), ('snack', '22222', 1)]	4
scowl	[('soare', '21000', 37), ('cloot', '11200', 2), ('aahed', '00000', 1), ('scowl', '22222', 1)]	4
frail	[('soare', '00210', 40), ('clint', '01100', 2), ('aargh', '10100', 1), ('frail', '22222', 1)]	4
drift	[('soare', '00010', 57), ('glint', '00202', 1), ('drift', '22222', 1)]	3
limbo	[('soare', '01000', 56), ('clint', '01100', 2), ('aalii', '00110', 1), ('limbo', '22222', 1)]	4
fence	[('soare', '00002', 79), ('guilt', '00000', 6), ('cheep', '10110', 1), ('fence', '22222', 1)]	4
motel	[('soare', '02001', 26), ('meynt', '21001', 1), ('motel', '22222', 1)]	3
ounce	[('soare', '01002', 20), ('pling', '00010', 1), ('ounce', '22222', 1)]	3
wreak	[('soare', '00111', 61), ('talar', '00021', 11), ('becke', '01010', 2), ('abaft', '10000', 1), ('wreak', '22222', 1)]	5
revel	[('soare', '00011', 117), ('direr', '00120', 11), ('pence', '02001', 2), ('abaca', '00000', 1), ('revel', '22222', 1)]	5
talon	[('soare', '01100', 44), ('cloot', '01021', 1), ('talon', '22222', 1)]	3
prior	[('soare', '01010', 59), ('cutin', '00010', 4), ('airer', '01102', 1), ('prior', '22222', 1)]	4
knelt	[('soare', '00001', 120), ('denet', '01102', 2), ('aalii', '00100', 1), ('knelt', '22222', 1)]	4
cello	[('soare', '01001', 25), ('lento', '12002', 2), ('aahed', '00010', 1), ('cello', '22222', 1)]	4
flake	[('soare', '00202', 28), ('glitz', '02000', 6), ('clomb', '02000', 2), ('abaft', '00210', 1), ('flake', '22222', 1)]	5
debug	[('soare', '00001', 120), ('denet', '22000', 2), ('aalii', '00000', 1), ('debug', '22222', 1)]	4
anode	[('soare', '01102', 8), ('bundt', '00120', 1), ('anode', '22222', 1)]	3
crime	[('soare', '00012', 39), ('pudic', '00011', 2), ('aarti', '00101', 1), ('crime', '22222', 1)]	4
salve	[('soare', '20102', 3), ('ablet', '10210', 1), ('salve', '22222', 1)]	3
scout	[('soare', '21000', 37), ('cloot', '10202', 1), ('scout', '22222', 1)]	3
imbue	[('soare', '00002', 79), ('guilt', '01100', 2), ('abaca', '01000', 1), ('imbue', '22222', 1)]	4
pinky	[('soare', '00000', 183), ('clint', '00110', 8), ('dampy', '00012', 1), ('pinky', '22222', 1)]	4
stave	[('soare', '20202', 19), ('thilk', '10000', 3), ('agave', '00222', 1), ('stave', '22222', 1)]	4
vague	[('soare', '00102', 40), ('gault', '12100', 1), ('vague', '22222', 1)]	3
chock	[('soare', '01000', 56), ('clint', '20000', 1), ('chock', '22222', 1)]	3
fight	[('soare', '00000', 183), ('clint', '00102', 5), ('aswim', '00010', 2), ('abaft', '00012', 1), ('fight', '22222', 1)]	5
video	[('soare', '01001', 25), ('lento', '01002', 1), ('video', '22222', 1)]	3
stone	[('soare', '21002', 12), ('knelt', '01101', 1), ('stone', '22222', 1)]	3
teach	[('soare', '00201', 21), ('depth', '02012', 1), ('teach', '22222', 1)]	3
cleft	[('soare', '00001', 120), ('denet', '01002', 5), ('agila', '00010', 1), ('cleft', '22222', 1)]	4
frost	[('soare', '11010', 5), ('acids', '00001', 1), ('frost', '22222', 1)]	3
prawn	[('soare', '00210', 40), ('clint', '00010', 3), ('abamp', '00201', 1), ('prawn', '22222', 1)]	4
booty	[('soare', '02000', 87), ('culty', '00022', 1), ('booty', '22222', 1)]	3
twist	[('soare', '10000', 33), ('hists', '01110', 1), ('twist', '22222', 1)]	3
apnea	[('soare', '00101', 68), ('canal', '01210', 1), ('apnea', '22222', 1)]	3
stiff	[('soare', '20000', 63), ('thilk', '10200', 4), ('abaft', '00021', 1), ('stiff', '22222', 1)]	4
plaza	[('soare', '00200', 40), ('clink', '02000', 2), ('abamp', '10201', 1), ('plaza', '22222', 1)]	4
ledge	[('soare', '00002', 79), ('guilt', '10010', 1), ('ledge', '22222', 1)]	3
tweak	[('soare', '00101', 68), ('canal', '00020', 4), ('abaft', '10001', 1), ('tweak', '22222', 1)]	4
board	[('soare', '02220', 2), ('aahed', '10002', 1), ('board', '22222', 1)]	3
grant	[('soare', '00210', 40), ('clint', '00022', 1), ('grant', '22222', 1)]	3
medic	[('soare', '00001', 120), ('denet', '12000', 1), ('medic', '22222', 1)]	3
bacon	[('soare', '01100', 44), ('cloot', '10020', 2), ('aahed', '02000', 1), ('bacon', '22222', 1)]	4
cable	[('soare', '00102', 40), ('gault', '02020', 4), ('becap', '11110', 1), ('cable', '22222', 1)]	4
brawl	[('soare', '00210', 40), ('clint', '01000', 2), ('aahed', '10000', 1), ('brawl', '22222', 1)]	4
slunk	[('soare', '20000', 63), ('thilk', '00012', 1), ('slunk', '22222', 1)]	3
raspy	[('soare', '10110', 4), ('abamp', '10001', 1), ('raspy', '22222', 1)]	3
forum	[('soare', '02010', 26), ('cyton', '00010', 5), ('abmho', '00101', 1), ('forum', '22222', 1)]	4
drone	[('soare', '01012', 14), ('pownd', '01021', 1), ('drone', '22222', 1)]	3
women	[('soare', '02001', 26), ('meynt', '11010', 1), ('women', '22222', 1)]	3
mucus	[('soare', '10000', 33), ('hists', '00002', 2), ('aalii', '00000', 1), ('mucus', '22222', 1)]	4
boast	[('soare', '12200', 3), ('abaca', '01200', 1), ('boast', '22222', 1)]	3
toddy	[('soare', '02000', 87), ('culty', '00012', 1), ('toddy', '22222', 1)]	3
coven	[('soare', '02001', 26), ('meynt', '01010', 5), ('navew', '10220', 1), ('coven', '22222', 1)]	4
tumor	[('soare', '01010', 59), ('cutin', '02100', 2), ('aargh', '00100', 1), ('tumor', '22222', 1)]	4
truer	[('soare', '00011', 117), ('direr', '00122', 4), ('abele', '00100', 1), ('truer', '22222', 1)]	4
wrath	[('soare', '00210', 40), ('clint', '00001', 2), ('aahed', '10100', 1), ('wrath', '22222', 1)]	4
stall	[('soare', '20200', 41), ('thilk', '10020', 1), ('stall', '22222', 1)]	3
steam	[('soare', '20101', 9), ('knelt', '00201', 2), ('aahed', '10010', 1), ('steam', '22222', 1)]	4
axial	[('soare', '00100', 138), ('clint', '01200', 3), ('aahed', '21000', 1), ('axial', '22222', 1)]	4
purer	[('soare', '00011', 117), ('direr', '00222', 1), ('purer', '22222', 1)]	3
daily	[('soare', '00100', 138), ('clint', '01200', 3), ('aahed', '02001', 1), ('daily', '22222', 1)]	4
trail	[('soare', '00210', 40), ('clint', '01101', 1), ('trail', '22222', 1)]	3
niche	[('soare', '00002', 79), ('guilt', '00100', 6), ('enmew', '11000', 1), ('niche', '22222', 1)]	4
mealy	[('soare', '00201', 21), ('depth', '02000', 3), ('afald', '00220', 1), ('mealy', '22222', 1)]	4
juice	[('soare', '00002', 79), ('guilt', '02200', 1), ('juice', '22222', 1)]	3
nylon	[('soare', '01000', 56), ('clint', '01010', 2), ('aalii', '00200', 1), ('nylon', '22222', 1)]	4
plump	[('soare', '00000', 183), ('clint', '02000', 5), ('abamp', '00022', 1), ('plump', '22222', 1)]	4
merry	[('soare', '00021', 14), ('feted', '02000', 2), ('abaca', '00000', 1), ('merry', '22222', 1)]	4
flail	[('soare', '00200', 40), ('clink', '02100', 3), ('abaft', '00210', 1), ('flail', '22222', 1)]	4
papal	[('soare', '00100', 138), ('clint', '01000', 12), ('dampy', '02010', 1), ('papal', '22222', 1)]	4
wheat	[('soare', '00101', 68), ('canal', '00020', 4), ('abaft', '10002', 1), ('wheat', '22222', 1)]	4
berry	[('soare', '00021', 14), ('feted', '02000', 2), ('abaca', '01000', 1), ('berry', '22222', 1)]	4
cower	[('soare', '02011', 22), ('rewth', '11200', 4), ('ampul', '00000', 1), ('cower', '22222', 1)]	4
erect	[('soare', '00011', 117), ('direr', '00110', 8), ('becke', '01101', 1), ('erect', '22222', 1)]	4
brute	[('soare', '00012', 39), ('pudic', '01000', 2), ('aarti', '00120', 1), ('brute', '22222', 1)]	4
leggy	[('soare', '00001', 120), ('denet', '02000', 7), ('hijab', '00000', 1), ('leggy', '22222', 1)]	4
snipe	[('soare', '20002', 23), ('pling', '10210', 1), ('snipe', '22222', 1)]	3
sinew	[('soare', '20001', 35), ('clipt', '00100', 2), ('aahed', '00020', 1), ('sinew', '22222', 1)]	4
skier	[('soare', '20011', 13), ('newie', '01010', 1), ('skier', '22222', 1)]	3
penny	[('soare', '00001', 120), ('denet', '02200', 3), ('abaca', '00000', 1), ('penny', '22222', 1)]	4
jumpy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '00222', 2), ('aahed', '00000', 1), ('jumpy', '22222', 1)]	5
rally	[('soare', '00110', 42), ('riyal', '20111', 1), ('rally', '22222', 1)]	3
umbra	[('soare', '00120', 11), ('machi', '11000', 1), ('umbra', '22222', 1)]	3
scary	[('soare', '20220', 11), ('kempt', '00000', 4), ('acidy', '12002', 1), ('scary', '22222', 1)]	4
modem	[('soare', '02001', 26), ('meynt', '21000', 2), ('aalii', '00000', 1), ('modem', '22222', 1)]	4
gross	[('soare', '11010', 5), ('acids', '00002', 1), ('gross', '22222', 1)]	3
avian	[('soare', '00100', 138), ('clint', '00210', 1), ('avian', '22222', 1)]	3
greed	[('soare', '00011', 117), ('direr', '10120', 4), ('befog', '01001', 1), ('greed', '22222', 1)]	4
satin	[('soare', '20100', 19), ('dault', '02001', 1), ('satin', '22222', 1)]	3
tonic	[('soare', '02000', 87), ('culty', '10010', 5), ('apian', '00101', 1), ('tonic', '22222', 1)]	4
parka	[('soare', '00110', 42), ('riyal', '10010', 4), ('abaka', '10022', 1), ('parka', '22222', 1)]	4
sniff	[('soare', '20000', 63), ('thilk', '00200', 5), ('aguna', '00010', 1), ('sniff', '22222', 1)]	4
livid	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '00102', 2), ('abamp', '00000', 1), ('livid', '22222', 1)]	5
stark	[('soare', '20220', 11), ('kempt', '10001', 1), ('stark', '22222', 1)]	3
trump	[('soare', '00010', 57), ('glint', '00001', 4), ('abmho', '00100', 1), ('trump', '22222', 1)]	4
giddy	[('soare', '00000', 183), ('clint', '00100', 10), ('fudgy', '00212', 1), ('giddy', '22222', 1)]	4
reuse	[('soare', '10012', 7), ('centu', '02001', 1), ('reuse', '22222', 1)]	3
taboo	[('soare', '01100', 44), ('cloot', '00121', 1), ('taboo', '22222', 1)]	3
avoid	[('soare', '01100', 44), ('cloot', '00200', 3), ('abrim', '20020', 1), ('avoid', '22222', 1)]	4
quote	[('soare', '01002', 20), ('pling', '00000', 3), ('abcee', '00002', 1), ('quote', '22222', 1)]	4
devil	[('soare', '00001', 120), ('denet', '22000', 2), ('aalii', '00120', 1), ('devil', '22222', 1)]	4
liken	[('soare', '00001', 120), ('denet', '00120', 5), ('agila', '00110', 1), ('liken', '22222', 1)]	4
gloss	[('soare', '11000', 7), ('agloo', '01110', 1), ('gloss', '22222', 1)]	3
gayer	[('soare', '00111', 61), ('talar', '02002', 15), ('pigmy', '00101', 1), ('gayer', '22222', 1)]	4
beret	[('soare', '00011', 117), ('direr', '00220', 3), ('aargh', '00200', 1), ('beret', '22222', 1)]	4
noise	[('soare', '12002', 11), ('pilum', '01000', 1), ('noise', '22222', 1)]	3
gland	[('soare', '00200', 40), ('clink', '02020', 3), ('abaft', '00200', 1), ('gland', '22222', 1)]	4
dealt	[('soare', '00201', 21), ('depth', '22010', 1), ('dealt', '22222', 1)]	3
sling	[('soare', '20000', 63), ('thilk', '00210', 2), ('aargh', '00010', 1), ('sling', '22222', 1)]	4
rumor	[('soare', '01010', 59), ('cutin', '02000', 4), ('farer', '00102', 1), ('rumor', '22222', 1)]	4
opera	[('soare', '01121', 1), ('opera', '22222', 1)]	2
thigh	[('soare', '00000', 183), ('clint', '00201', 1), ('thigh', '22222', 1)]	3
tonga	[('soare', '02100', 21), ('liman', '00011', 1), ('tonga', '22222', 1)]	3
flare	[('soare', '00222', 4), ('abaft', '00210', 1), ('flare', '22222', 1)]	3
wound	[('soare', '02000', 87), ('culty', '01000', 8), ('bumph', '01000', 2), ('abaft', '00000', 1), ('wound', '22222', 1)]	5
white	[('soare', '00002', 79), ('guilt', '00201', 3), ('aceta', '00120', 1), ('white', '22222', 1)]	4
bulky	[('soare', '00000', 183), ('clint', '01000', 8), ('bigly', '20012', 1), ('bulky', '22222', 1)]	4
etude	[('soare', '00002', 79), ('guilt', '01001', 2), ('aahed', '00011', 1), ('etude', '22222', 1)]	4
horse	[('soare', '12012', 3), ('aargh', '00201', 1), ('horse', '22222', 1)]	3
circa	[('soare', '00110', 42), ('riyal', '12010', 1), ('circa', '22222', 1)]	3
paddy	[('soare', '00100', 138), ('clint', '00000', 15), ('midgy', '00202', 2), ('abamp', '10001', 1), ('paddy', '22222', 1)]	5
inbox	[('soare', '01000', 56), ('clint', '00110', 3), ('abbas', '00200', 1), ('inbox', '22222', 1)]	4
fizzy	[('soare', '00000', 183), ('clint', '00100', 10), ('fudgy', '20002', 1), ('fizzy', '22222', 1)]	4
grain	[('soare', '00210', 40), ('clint', '00110', 3), ('aband', '00210', 1), ('grain', '22222', 1)]	4
exert	[('soare', '00021', 14), ('feted', '01110', 1), ('exert', '22222', 1)]	3
surge	[('soare', '20012', 4), ('abcee', '00002', 1), ('surge', '22222', 1)]	3
gleam	[('soare', '00101', 68), ('canal', '00021', 6), ('bated', '01010', 1), ('gleam', '22222', 1)]	4
belle	[('soare', '00002', 79), ('guilt', '00020', 2), ('aalii', '00200', 1), ('belle', '22222', 1)]	4
salvo	[('soare', '21100', 4), ('ablow', '10210', 1), ('salvo', '22222', 1)]	3
crush	[('soare', '10010', 16), ('cruft', '22200', 1), ('crush', '22222', 1)]	3
fruit	[('soare', '00010', 57), ('glint', '00102', 1), ('fruit', '22222', 1)]	3
sappy	[('soare', '20100', 19), ('dault', '02000', 3), ('apish', '11010', 1), ('sappy', '22222', 1)]	4
taker	[('soare', '00111', 61), ('talar', '22002', 3), ('abamp', '10000', 1), ('taker', '22222', 1)]	4
tract	[('soare', '00210', 40), ('clint', '10002', 1), ('tract', '22222', 1)]	3
ovine	[('soare', '01002', 20), ('pling', '00220', 1), ('ovine', '22222', 1)]	3
spiky	[('soare', '20000', 63), ('thilk', '00201', 3), ('abamp', '00001', 1), ('spiky', '22222', 1)]	4
frank	[('soare', '00210', 40), ('clint', '00020', 5), ('bifid', '00100', 1), ('frank', '22222', 1)]	4
reedy	[('soare', '00011', 117), ('direr', '10110', 2), ('aahed', '00011', 1), ('reedy', '22222', 1)]	4
filth	[('soare', '00000', 183), ('clint', '01101', 2), ('aahed', '00100', 1), ('filth', '22222', 1)]	4
spasm	[('soare', '20200', 41), ('thilk', '00000', 4), ('aswim', '11002', 1), ('spasm', '22222', 1)]	4
heave	[('soare', '00202', 28), ('glitz', '00000', 8), ('cawks', '01000', 2), ('aahed', '10110', 1), ('heave', '22222', 1)]	5
mambo	[('soare', '01100', 44), ('cloot', '00100', 4), ('abamp', '11010', 1), ('mambo', '22222', 1)]	4
right	[('soare', '00010', 57), ('glint', '10102', 1), ('right', '22222', 1)]	3
clank	[('soare', '00200', 40), ('clink', '22022', 1), ('clank', '22222', 1)]	3
trust	[('soare', '10010', 16), ('cruft', '02202', 1), ('trust', '22222', 1)]	3
lumen	[('soare', '00001', 120), ('denet', '00120', 5), ('agila', '00010', 1), ('lumen', '22222', 1)]	4
borne	[('soare', '02012', 9), ('faugh', '00000', 1), ('borne', '22222', 1)]	3
spook	[('soare', '21000', 37), ('cloot', '00220', 7), ('knosp', '10211', 1), ('spook', '22222', 1)]	4
sauce	[('soare', '20102', 3), ('ablet', '10010', 1), ('sauce', '22222', 1)]	3
amber	[('soare', '00111', 61), ('talar', '01002', 3), ('abaci', '21000', 1), ('amber', '22222', 1)]	4
lathe	[('soare', '00102', 40), ('gault', '02011', 2), ('aahed', '02110', 1), ('lathe', '22222', 1)]	4
carat	[('soare', '00110', 42), ('riyal', '10020', 2), ('aahed', '12000', 1), ('carat', '22222', 1)]	4
corer	[('soare', '02011', 22), ('rewth', '11000', 9), ('clonk', '20100', 2), ('aargh', '00200', 1), ('corer', '22222', 1)]	5
dirty	[('soare', '00010', 57), ('glint', '00101', 3), ('abamp', '00000', 1), ('dirty', '22222', 1)]	4
slyly	[('soare', '20000', 63), ('thilk', '00020', 2), ('aalii', '00100', 1), ('slyly', '22222', 1)]	4
affix	[('soare', '00100', 138), ('clint', '00100', 6), ('aahed', '20000', 1), ('affix', '22222', 1)]	4
alloy	[('soare', '01100', 44), ('cloot', '02020', 2), ('abaya', '20010', 1), ('alloy', '22222', 1)]	4
taint	[('soare', '00100', 138), ('clint', '00222', 3), ('attap', '11100', 1), ('taint', '22222', 1)]	4
sheep	[('soare', '20001', 35), ('clipt', '00010', 4), ('aahed', '00120', 1), ('sheep', '22222', 1)]	4
kinky	[('soare', '00000', 183), ('clint', '00110', 8), ('dampy', '00002', 1), ('kinky', '22222', 1)]	4
wooly	[('soare', '02000', 87), ('culty', '00102', 6), ('adown', '00210', 1), ('wooly', '22222', 1)]	4
mauve	[('soare', '00102', 40), ('gault', '02200', 1), ('mauve', '22222', 1)]	3
flung	[('soare', '00000', 183), ('clint', '02020', 3), ('apage', '00010', 1), ('flung', '22222', 1)]	4
yacht	[('soare', '00100', 138), ('clint', '10002', 1), ('yacht', '22222', 1)]	3
fried	[('soare', '00011', 117), ('direr', '11120', 4), ('capot', '00000', 1), ('fried', '22222', 1)]	4
quail	[('soare', '00200', 40), ('clink', '01100', 2), ('aahed', '10000', 1), ('quail', '22222', 1)]	4
brunt	[('soare', '00010', 57), ('glint', '00022', 2), ('aargh', '00100', 1), ('brunt', '22222', 1)]	4
grimy	[('soare', '00010', 57), ('glint', '20200', 1), ('grimy', '22222', 1)]	3
curvy	[('soare', '00010', 57), ('glint', '00000', 5), ('abram', '00200', 1), ('curvy', '22222', 1)]	4
cagey	[('soare', '00101', 68), ('canal', '22000', 2), ('aahed', '02020', 1), ('cagey', '22222', 1)]	4
rinse	[('soare', '10012', 7), ('centu', '01200', 1), ('rinse', '22222', 1)]	3
deuce	[('soare', '00002', 79), ('guilt', '01000', 3), ('aband', '00001', 1), ('deuce', '22222', 1)]	4
state	[('soare', '20202', 19), ('thilk', '10000', 3), ('agave', '00202', 1), ('state', '22222', 1)]	4
grasp	[('soare', '10210', 7), ('bachs', '01001', 1), ('grasp', '22222', 1)]	3
milky	[('soare', '00000', 183), ('clint', '01100', 14), ('muled', '20200', 1), ('milky', '22222', 1)]	4
bison	[('soare', '11000', 7), ('agloo', '00020', 1), ('bison', '22222', 1)]	3
graft	[('soare', '00210', 40), ('clint', '00002', 2), ('aahed', '10000', 1), ('graft', '22222', 1)]	4
sandy	[('soare', '20100', 19), ('dault', '12000', 1), ('sandy', '22222', 1)]	3
baste	[('soare', '10102', 15), ('thump', '10000', 3), ('abaca', '11000', 1), ('baste', '22222', 1)]	4
flask	[('soare', '10200', 14), ('chals', '00211', 2), ('aarti', '10000', 1), ('flask', '22222', 1)]	4
hedge	[('soare', '00002', 79), ('guilt', '10000', 2), ('aahed', '00111', 1), ('hedge', '22222', 1)]	4
girly	[('soare', '00010', 57), ('glint', '21100', 1), ('girly', '22222', 1)]	3
swash	[('soare', '20200', 41), ('thilk', '01000', 2), ('abamp', '00200', 1), ('swash', '22222', 1)]	4
boney	[('soare', '02001', 26), ('meynt', '01110', 2), ('aahed', '00020', 1), ('boney', '22222', 1)]	4
coupe	[('soare', '02002', 10), ('pugil', '11000', 1), ('coupe', '22222', 1)]	3
